title,description,url
Doodle | Magic Joy,,https://www.darkpattern.games/game/6415/0/doodle-magic-joy.html
Robot Crash Fight,,https://www.darkpattern.games/game/9138/0/robot-crash-fight.html
Blade Master - Mini Action RPG Game,,https://www.darkpattern.games/game/9646/0/blade-master-mini-action-rpg-game.html
Chess,,https://www.darkpattern.games/game/11352/0/chess.html
My Block,,https://www.darkpattern.games/game/11670/0/my-block.html
Real Driving Sim,,https://www.darkpattern.games/game/12217/0/real-driving-sim.html
Checkers,,https://www.darkpattern.games/game/13668/0/checkers.html
Art Number Coloring - Color by Number,,https://www.darkpattern.games/game/13790/0/art-number-coloring-color-by-number.html
Bridge to Another World: The Others (Full),,https://www.darkpattern.games/game/14794/0/bridge-to-another-world-the-others-full-.html
Honor of Kings,,https://www.darkpattern.games/game/16409/0/honor-of-kings.html
Simple Dominoes,,https://www.darkpattern.games/game/16883/0/simple-dominoes.html
Rise Wars (strategy & risk) ++,,https://www.darkpattern.games/game/16946/0/rise-wars-strategy-risk-.html
Junkyard Tycoon - Car Business Simulation Game,,https://www.darkpattern.games/game/17107/0/junkyard-tycoon-car-business-simulation-game.html
Violas Quest - Marble Blast,,https://www.darkpattern.games/game/17758/0/violas-quest-marble-blast.html
Used Car Dealer,,https://www.darkpattern.games/game/17812/0/used-car-dealer.html
"AntiStress, Relaxing, Anxiety & Stress Relief Game",,https://www.darkpattern.games/game/18398/0/antistress-relaxing-anxiety-stress-relief-game.html
Gamebook Adventures Collected 1-3,,https://www.darkpattern.games/game/18581/0/gamebook-adventures-collected-1-3.html
Data Defense,,https://www.darkpattern.games/game/21314/0/data-defense.html
Bubbu – My Virtual Pet,,https://www.darkpattern.games/game/21794/0/bubbu-my-virtual-pet.html
Crystal Blast,,https://www.darkpattern.games/game/22426/0/crystal-blast.html
MD.emu,,https://www.darkpattern.games/game/22472/0/md-emu.html
Railways of Love,,https://www.darkpattern.games/game/22476/0/railways-of-love.html
Beat em : EDM Gang Clash,,https://www.darkpattern.games/game/23708/0/beat-em-edm-gang-clash.html
Kingdom of Heroes :Tactics war,,https://www.darkpattern.games/game/23924/0/kingdom-of-heroes-tactics-war.html
Hunting Clash: Hunter Games - Shooting Simulator,,https://www.darkpattern.games/game/24214/0/hunting-clash-hunter-games-shooting-simulator.html
Learn music notes on your Guitar Fretboard,,https://www.darkpattern.games/game/24661/0/learn-music-notes-on-your-guitar-fretboard.html
"Can You Spot It: Brain Teasers, Quiz & Puzzle Game",,https://www.darkpattern.games/game/27469/0/can-you-spot-it-brain-teasers-quiz-puzzle-game.html
Hyper Shooter 3D,,https://www.darkpattern.games/game/27618/0/hyper-shooter-3d.html
Little Panda's Shopping Mall,,https://www.darkpattern.games/game/27765/0/little-panda-s-shopping-mall.html
Tank Hero - Fun and addicting game,,https://www.darkpattern.games/game/29169/0/tank-hero-fun-and-addicting-game.html
Imposter Smashers 2 - cute survival io games,,https://www.darkpattern.games/game/30418/0/imposter-smashers-2-cute-survival-io-games.html
Superhero Run - Epic Transform Race 3D,,https://www.darkpattern.games/game/32457/0/superhero-run-epic-transform-race-3d.html
Kick Master 3D,,https://www.darkpattern.games/game/33506/0/kick-master-3d.html
Downhill Smash,,https://www.darkpattern.games/game/33763/0/downhill-smash.html
Solitaire - Classic Klondike Card Game,,https://www.darkpattern.games/game/33807/0/solitaire-classic-klondike-card-game.html
Displace It - Brain Finger,,https://www.darkpattern.games/game/33820/0/displace-it-brain-finger.html
Wordle - Daily Word Challenge,,https://www.darkpattern.games/game/34198/0/wordle-daily-word-challenge.html
Shiloh & Bros Impostor Chase,,https://www.darkpattern.games/game/34462/0/shiloh-bros-impostor-chase.html
Agent Grapple,,https://www.darkpattern.games/game/35655/0/agent-grapple.html
SAMURAI II: VENGEANCE,,https://www.darkpattern.games/game/3327/0/samurai-ii-vengeance.html
Jackpot Party Casino: Slot Machines & Casino Games,,https://www.darkpattern.games/game/3365/0/jackpot-party-casino-slot-machines-casino-games.html
Slots: Heart of Vegas™ – Free Slot Casino Games,,https://www.darkpattern.games/game/3383/0/slots-heart-of-vegas-free-slot-casino-games.html
"Cooking Craze: Crazy, Fast Restaurant Kitchen Game",,https://www.darkpattern.games/game/3453/0/cooking-craze-crazy-fast-restaurant-kitchen-game.html
Seekers Notes®,,https://www.darkpattern.games/game/3470/0/seekers-notes-.html
Millionaire Trivia: Who Wants To Be a Millionaire?,,https://www.darkpattern.games/game/3564/0/millionaire-trivia-who-wants-to-be-a-millionaire-.html
Guild of Heroes - fantasy RPG,,https://www.darkpattern.games/game/3621/0/guild-of-heroes-fantasy-rpg.html
ReactionLab 2 - Particle Sandbox,,https://www.darkpattern.games/game/5452/0/reactionlab-2-particle-sandbox.html
Word Games PRO - 79 in 1,,https://www.darkpattern.games/game/6443/0/word-games-pro-79-in-1.html
Stickman Dismounting,,https://www.darkpattern.games/game/6656/0/stickman-dismounting.html
Crush Them All,,https://www.darkpattern.games/game/10056/0/crush-them-all.html
Squire - Character Manager Pro,,https://www.darkpattern.games/game/10610/0/squire-character-manager-pro.html
"Kids Puzzles, Funny Animals #2 (full game)",,https://www.darkpattern.games/game/11363/0/kids-puzzles-funny-animals-2-full-game-.html
Farspace - Online PVP Third Person Sci-fi Shooter,,https://www.darkpattern.games/game/11532/0/farspace-online-pvp-third-person-sci-fi-shooter.html
Draftmaster Pro,,https://www.darkpattern.games/game/11540/0/draftmaster-pro.html
Ohana Island: Blast flowers and build,,https://www.darkpattern.games/game/11995/0/ohana-island-blast-flowers-and-build.html
Rolling Domino,,https://www.darkpattern.games/game/12541/0/rolling-domino.html
バスケクラブ物語,,https://www.darkpattern.games/game/13528/0/-.html
Charlie's Angels: The Game,,https://www.darkpattern.games/game/13961/0/charlie-s-angels-the-game.html
Word Secret - addicting plot,,https://www.darkpattern.games/game/14013/0/word-secret-addicting-plot.html
Land of Doran,,https://www.darkpattern.games/game/14138/0/land-of-doran.html
Magic Mushrooms,,https://www.darkpattern.games/game/16808/0/magic-mushrooms.html
Tarot Thoth trainer,,https://www.darkpattern.games/game/16875/0/tarot-thoth-trainer.html
Hotel Transylvania Blast - Puzzle Game,,https://www.darkpattern.games/game/17033/0/hotel-transylvania-blast-puzzle-game.html
Higgs Domino Island-Gaple QiuQiu Poker Game Online,,https://www.darkpattern.games/game/17120/0/higgs-domino-island-gaple-qiuqiu-poker-game-online.html
"Vegas Casino Slots 2020 - 2,000,000 Free Coins",,https://www.darkpattern.games/game/17357/0/vegas-casino-slots-2020-2-000-000-free-coins.html
L.O.S.T,,https://www.darkpattern.games/game/18628/0/l-o-s-t.html
Men in Black: Galaxy Defenders,,https://www.darkpattern.games/game/18695/0/men-in-black-galaxy-defenders.html
Fill it ins crosswords PRO- Fill ins word puzzles,,https://www.darkpattern.games/game/20866/0/fill-it-ins-crosswords-pro-fill-ins-word-puzzles.html
Play To Win: Win Real Money in Cash Sweepstakes,,https://www.darkpattern.games/game/21260/0/play-to-win-win-real-money-in-cash-sweepstakes.html
GBC.emu,,https://www.darkpattern.games/game/22479/0/gbc-emu.html
The Emerald Maiden: Symphony of Dreams (Full),,https://www.darkpattern.games/game/22667/0/the-emerald-maiden-symphony-of-dreams-full-.html
Stockpile,,https://www.darkpattern.games/game/23938/0/stockpile.html
Little Panda's Dream Castle,,https://www.darkpattern.games/game/24012/0/little-panda-s-dream-castle.html
RPG Blacksmith of the Sand Kingdom,,https://www.darkpattern.games/game/25470/0/rpg-blacksmith-of-the-sand-kingdom.html
Can you escape the 100 room XII,,https://www.darkpattern.games/game/25984/0/can-you-escape-the-100-room-xii.html
Word Home - Words & Design,,https://www.darkpattern.games/game/26629/0/word-home-words-design.html
Masha and the Bear Pizzeria Game! Pizza Maker Game,,https://www.darkpattern.games/game/27470/0/masha-and-the-bear-pizzeria-game-pizza-maker-game.html
Lucky Farm Slot,,https://www.darkpattern.games/game/28439/0/lucky-farm-slot.html
Painter Master: Customize a Masterpiece,,https://www.darkpattern.games/game/30531/0/painter-master-customize-a-masterpiece.html
Gas Station Inc.,,https://www.darkpattern.games/game/30556/0/gas-station-inc-.html
Klondike Solitaire - Classic Card Game,,https://www.darkpattern.games/game/32643/0/klondike-solitaire-classic-card-game.html
Magic Hit 3D,,https://www.darkpattern.games/game/33764/0/magic-hit-3d.html
Sqube Darkness,,https://www.darkpattern.games/game/33780/0/sqube-darkness.html
Dragon Island,,https://www.darkpattern.games/game/34737/0/dragon-island.html
Catwalk Battle,,https://www.darkpattern.games/game/35656/0/catwalk-battle.html
Magic Hands: Dinosaur Rescue,,https://www.darkpattern.games/game/35659/0/magic-hands-dinosaur-rescue.html
Miraculous Ladybug & Cat Noir - The Official Game,,https://www.darkpattern.games/game/2629/0/miraculous-ladybug-cat-noir-the-official-game.html
"Hotel Transylvania Adventures - Run, Jump, Build!",,https://www.darkpattern.games/game/2751/0/hotel-transylvania-adventures-run-jump-build-.html
Special Ops: FPS PvP War-Online gun shooting games,,https://www.darkpattern.games/game/2899/0/special-ops-fps-pvp-war-online-gun-shooting-games.html
Titan Quest,,https://www.darkpattern.games/game/3023/0/titan-quest.html
Clockmaker - Match 3 Mystery Game,,https://www.darkpattern.games/game/3425/0/clockmaker-match-3-mystery-game.html
FarmVille 2: Tropic Escape,,https://www.darkpattern.games/game/3505/0/farmville-2-tropic-escape.html
Angry Birds POP Bubble Shooter,,https://www.darkpattern.games/game/3652/0/angry-birds-pop-bubble-shooter.html
Magic Twist: Twister Music Ball Game,,https://www.darkpattern.games/game/4279/0/magic-twist-twister-music-ball-game.html
King of Dragon Pass: Text Adventure RPG,,https://www.darkpattern.games/game/4308/0/king-of-dragon-pass-text-adventure-rpg.html
Stick Shadow: War Fight,,https://www.darkpattern.games/game/5867/0/stick-shadow-war-fight.html
Match To Win - Real Money Giveaways & Match 3 Game,,https://www.darkpattern.games/game/6413/0/match-to-win-real-money-giveaways-match-3-game.html
Bob's World - Super Adventure,,https://www.darkpattern.games/game/6531/0/bob-s-world-super-adventure.html
Delicious World  ❤️⏰???? A New Cooking Game ????⏰❤️,,https://www.darkpattern.games/game/9762/0/delicious-world-a-new-cooking-game-.html
Table Top Racing Premium ★ EDITORS' CHOICE ★,,https://www.darkpattern.games/game/9798/0/table-top-racing-premium-editors-choice-.html
Lost Heir 2: Forging a Kingdom,,https://www.darkpattern.games/game/10139/0/lost-heir-2-forging-a-kingdom.html
Mind Games Pro,,https://www.darkpattern.games/game/11364/0/mind-games-pro.html
3D Bowling,,https://www.darkpattern.games/game/12967/0/3d-bowling.html
Lucky Go,,https://www.darkpattern.games/game/13229/0/lucky-go.html
MaximBady: Bullseye I Fun Youtuber action game,,https://www.darkpattern.games/game/13610/0/maximbady-bullseye-i-fun-youtuber-action-game.html
Ninja Shadow - otome game / dating sim #shall we,,https://www.darkpattern.games/game/13613/0/ninja-shadow-otome-game-dating-sim-shall-we.html
Zombie Winner - Become the earning zombie,,https://www.darkpattern.games/game/14224/0/zombie-winner-become-the-earning-zombie.html
包你發娛樂城 - 姐姐謝金燕包你發 老虎機、捕魚機、麻將、百家樂、骰寶,,https://www.darkpattern.games/game/14326/0/-.html
メルクストーリア 癒術士と鐘の音色（ライン・ストラテジー）,,https://www.darkpattern.games/game/15781/0/-.html
Solitaire,,https://www.darkpattern.games/game/16748/0/solitaire.html
Tear It Down,,https://www.darkpattern.games/game/16791/0/tear-it-down.html
Nations in Combat,,https://www.darkpattern.games/game/16913/0/nations-in-combat.html
Vegas World Casino: Free Slots & Slot Machines 777,,https://www.darkpattern.games/game/16995/0/vegas-world-casino-free-slots-slot-machines-777.html
Z Origins - (Z The Game),,https://www.darkpattern.games/game/17307/0/z-origins-z-the-game-.html
Jewels Magic Lamp : Match 3 Puzzle,,https://www.darkpattern.games/game/17466/0/jewels-magic-lamp-match-3-puzzle.html
My City : Wedding Party,,https://www.darkpattern.games/game/18292/0/my-city-wedding-party.html
Amon Amarth Berserker Game,,https://www.darkpattern.games/game/18308/0/amon-amarth-berserker-game.html
奇蹟MU：最強者,,https://www.darkpattern.games/game/19000/0/-mu-.html
Strong Granny - Win Robux for Roblox platform,,https://www.darkpattern.games/game/19204/0/strong-granny-win-robux-for-roblox-platform.html
ArkanoidX - Donate Version,,https://www.darkpattern.games/game/19858/0/arkanoidx-donate-version.html
Morse Toad Redux,,https://www.darkpattern.games/game/20548/0/morse-toad-redux.html
Cyberlords - Arcology,,https://www.darkpattern.games/game/20595/0/cyberlords-arcology.html
My City : Grandparents Home,,https://www.darkpattern.games/game/20671/0/my-city-grandparents-home.html
Word Connect,,https://www.darkpattern.games/game/21987/0/word-connect.html
ZOMBIE SURVIVAL: Offline Shooting Games,,https://www.darkpattern.games/game/22042/0/zombie-survival-offline-shooting-games.html
Hiveswap Friendsim,,https://www.darkpattern.games/game/22668/0/hiveswap-friendsim.html
Gold Unicorn-Big Win,,https://www.darkpattern.games/game/22875/0/gold-unicorn-big-win.html
Tap Blox Full,,https://www.darkpattern.games/game/23086/0/tap-blox-full.html
Block Puzzle Jewel,,https://www.darkpattern.games/game/27490/0/block-puzzle-jewel.html
Granny Games: Spy Shoot Master Fight for Survival!,,https://www.darkpattern.games/game/29039/0/granny-games-spy-shoot-master-fight-for-survival-.html
We're Impostors : Kill Together,,https://www.darkpattern.games/game/31489/0/we-re-impostors-kill-together.html
Guess or Die,,https://www.darkpattern.games/game/34014/0/guess-or-die.html
Block Crazy Robo World,,https://www.darkpattern.games/game/35016/0/block-crazy-robo-world.html
Tamashi : Rise of Yokai,,https://www.darkpattern.games/game/35066/0/tamashi-rise-of-yokai.html
Hot Lap League: Racing Mania!,,https://www.darkpattern.games/game/35237/0/hot-lap-league-racing-mania-.html
Baby Craft: Let's Hide & Seek,,https://www.darkpattern.games/game/35467/0/baby-craft-let-s-hide-seek.html
FNF Corrupted Night: Pibby Mod,,https://www.darkpattern.games/game/35595/0/fnf-corrupted-night-pibby-mod.html
Number Coloring – 3D No.Draw,,https://www.darkpattern.games/game/2778/0/number-coloring-3d-no-draw.html
World Series of Poker – WSOP Free Texas Holdem,,https://www.darkpattern.games/game/2791/0/world-series-of-poker-wsop-free-texas-holdem.html
Piano Free - Keyboard with Magic Tiles Music Games,,https://www.darkpattern.games/game/2921/0/piano-free-keyboard-with-magic-tiles-music-games.html
ePSXe for Android,,https://www.darkpattern.games/game/2971/0/epsxe-for-android.html
Sonic Runners Adventure - Fast Action Platformer,,https://www.darkpattern.games/game/3054/0/sonic-runners-adventure-fast-action-platformer.html
Big Farm: Mobile Harvest – Free Farming Game,,https://www.darkpattern.games/game/3501/0/big-farm-mobile-harvest-free-farming-game.html
World of Warships Blitz: Gunship Action War Game,,https://www.darkpattern.games/game/3590/0/world-of-warships-blitz-gunship-action-war-game.html
Dawn of Titans - Epic War Strategy Game,,https://www.darkpattern.games/game/3610/0/dawn-of-titans-epic-war-strategy-game.html
Park It!,,https://www.darkpattern.games/game/5435/0/park-it-.html
My Town : Street Fun,,https://www.darkpattern.games/game/9239/0/my-town-street-fun.html
Bricks VS Balls - Casual Brick Breaker Game,,https://www.darkpattern.games/game/9709/0/bricks-vs-balls-casual-brick-breaker-game.html
Cribbage Pro Online!,,https://www.darkpattern.games/game/9721/0/cribbage-pro-online-.html
Love Live! School idol festival- Music Rhythm Game,,https://www.darkpattern.games/game/10430/0/love-live-school-idol-festival-music-rhythm-game.html
Football Agent,,https://www.darkpattern.games/game/10854/0/football-agent.html
Bejeweled Stars: Free Match 3,,https://www.darkpattern.games/game/11622/0/bejeweled-stars-free-match-3.html
NinjaGirls：Reborn,,https://www.darkpattern.games/game/11623/0/ninjagirls-reborn.html
RPG Module Full,,https://www.darkpattern.games/game/12026/0/rpg-module-full.html
CrossWords 10 Pro,,https://www.darkpattern.games/game/12977/0/crosswords-10-pro.html
Phantasmat: The Dread of Oakville (Full),,https://www.darkpattern.games/game/13404/0/phantasmat-the-dread-of-oakville-full-.html
Dino Squad,,https://www.darkpattern.games/game/13965/0/dino-squad.html
Mahjong II (Full),,https://www.darkpattern.games/game/14053/0/mahjong-ii-full-.html
Idle Guns 3D,,https://www.darkpattern.games/game/15214/0/idle-guns-3d.html
Lucky Time - Win Your Lucky Day & Real Money,,https://www.darkpattern.games/game/16245/0/lucky-time-win-your-lucky-day-real-money.html
Iron Stickman Rope Hero War Gangstar OffRoad,,https://www.darkpattern.games/game/16527/0/iron-stickman-rope-hero-war-gangstar-offroad.html
Wood Block Puzzle,,https://www.darkpattern.games/game/16767/0/wood-block-puzzle.html
CS - Counter Terrorist Strike,,https://www.darkpattern.games/game/18930/0/cs-counter-terrorist-strike.html
Mr Ninja - Slicey Puzzles,,https://www.darkpattern.games/game/19265/0/mr-ninja-slicey-puzzles.html
"Color Painting – Paint by Num, Coloring Creatively",,https://www.darkpattern.games/game/19420/0/color-painting-paint-by-num-coloring-creatively.html
Prison Empire Tycoon - Idle Game,,https://www.darkpattern.games/game/21405/0/prison-empire-tycoon-idle-game.html
Dynasty Heroes: Legend of SamKok,,https://www.darkpattern.games/game/21661/0/dynasty-heroes-legend-of-samkok.html
GBA.emu,,https://www.darkpattern.games/game/22475/0/gba-emu.html
Tower Craft 3D - Idle Block Building Game,,https://www.darkpattern.games/game/23206/0/tower-craft-3d-idle-block-building-game.html
Car Flip,,https://www.darkpattern.games/game/25105/0/car-flip.html
Red Imposter: Nightmare Christmas,,https://www.darkpattern.games/game/27901/0/red-imposter-nightmare-christmas.html
Soda Sort Puzzle: Color Water Game,,https://www.darkpattern.games/game/28483/0/soda-sort-puzzle-color-water-game.html
Draw Puzzle - Draw one part,,https://www.darkpattern.games/game/29041/0/draw-puzzle-draw-one-part.html
Fashion Battle - Dress to win,,https://www.darkpattern.games/game/30636/0/fashion-battle-dress-to-win.html
My Town : Airport Free,,https://www.darkpattern.games/game/30709/0/my-town-airport-free.html
Sword Slice - Survival Craftsman,,https://www.darkpattern.games/game/31346/0/sword-slice-survival-craftsman.html
FNF music battle:Girlfriend’s Ex-Tabi vs Boyfriend,,https://www.darkpattern.games/game/31397/0/fnf-music-battle-girlfriend-s-ex-tabi-vs-boyfriend.html
Portal Gun Master 3D,,https://www.darkpattern.games/game/31923/0/portal-gun-master-3d.html
Fairy Town,,https://www.darkpattern.games/game/32653/0/fairy-town.html
Pole Star,,https://www.darkpattern.games/game/33363/0/pole-star.html
Sniper Champions: Competitive 3D Shooting Range,,https://www.darkpattern.games/game/33568/0/sniper-champions-competitive-3d-shooting-range.html
Wordle!,,https://www.darkpattern.games/game/34821/0/wordle-.html
Anger of stick 5 : zombie,,https://www.darkpattern.games/game/2833/0/anger-of-stick-5-zombie.html
Find The Differences - Secret,,https://www.darkpattern.games/game/2888/0/find-the-differences-secret.html
Dark Rage: Ultimate,,https://www.darkpattern.games/game/3083/0/dark-rage-ultimate.html
My PlayHome Stores,,https://www.darkpattern.games/game/3170/0/my-playhome-stores.html
my KONAMI Slots - Free Vegas Casino Slot Machines,,https://www.darkpattern.games/game/3399/0/my-konami-slots-free-vegas-casino-slot-machines.html
Game of Thrones Slots Casino: Epic Free Slots Game,,https://www.darkpattern.games/game/3435/0/game-of-thrones-slots-casino-epic-free-slots-game.html
Super Spider Hero: City Adventure,,https://www.darkpattern.games/game/5442/0/super-spider-hero-city-adventure.html
Clear Vision 2,,https://www.darkpattern.games/game/6441/0/clear-vision-2.html
Block Puzzle,,https://www.darkpattern.games/game/11413/0/block-puzzle.html
DragonBox Big Numbers,,https://www.darkpattern.games/game/12366/0/dragonbox-big-numbers.html
Shooting Ball,,https://www.darkpattern.games/game/14659/0/shooting-ball.html
Dice with Ellen,,https://www.darkpattern.games/game/15140/0/dice-with-ellen.html
Solitaire,,https://www.darkpattern.games/game/16784/0/solitaire.html
Shooting Archery,,https://www.darkpattern.games/game/16794/0/shooting-archery.html
Double Rich- Slots Casino,,https://www.darkpattern.games/game/16993/0/double-rich-slots-casino.html
Yukon Gold Solitaire,,https://www.darkpattern.games/game/17261/0/yukon-gold-solitaire.html
Sleepwalker's Journey,,https://www.darkpattern.games/game/17276/0/sleepwalker-s-journey.html
Mermaid Glitter Cupcake Chef - Ice Cream Cone Game,,https://www.darkpattern.games/game/18008/0/mermaid-glitter-cupcake-chef-ice-cream-cone-game.html
Idle Mechanics Manager – Car Factory Tycoon Game,,https://www.darkpattern.games/game/20514/0/idle-mechanics-manager-car-factory-tycoon-game.html
Life Quest® [Full],,https://www.darkpattern.games/game/22085/0/life-quest-full-.html
Coloring Sheets 2020: New Coloring Pages & Drawing,,https://www.darkpattern.games/game/25189/0/coloring-sheets-2020-new-coloring-pages-drawing.html
Baby Manor: Baby Raising Simulation & Home Design,,https://www.darkpattern.games/game/26893/0/baby-manor-baby-raising-simulation-home-design.html
Bad Girls Wrestling Rumble: Women Fighting Games,,https://www.darkpattern.games/game/28603/0/bad-girls-wrestling-rumble-women-fighting-games.html
Police Patrol Simulator,,https://www.darkpattern.games/game/30182/0/police-patrol-simulator.html
Granny 3,,https://www.darkpattern.games/game/31017/0/granny-3.html
Idle Maggots,,https://www.darkpattern.games/game/32074/0/idle-maggots.html
Filmmakers,,https://www.darkpattern.games/game/32592/0/filmmakers.html
6 Tries 1 Word,,https://www.darkpattern.games/game/34439/0/6-tries-1-word.html
Bad Spider Robber,,https://www.darkpattern.games/game/35511/0/bad-spider-robber.html
Lucky Day - Win Real Money,,https://www.darkpattern.games/game/2544/0/lucky-day-win-real-money.html
8 Ball Pool,,https://www.darkpattern.games/game/2588/0/8-ball-pool.html
Unnie doll,,https://www.darkpattern.games/game/2624/0/unnie-doll.html
Idle Supermarket Tycoon - Tiny Shop Game,,https://www.darkpattern.games/game/2646/0/idle-supermarket-tycoon-tiny-shop-game.html
Fish Mania - Epic Fishing Game,,https://www.darkpattern.games/game/2770/0/fish-mania-epic-fishing-game.html
Bike Race Free - Top Motorcycle Racing Games,,https://www.darkpattern.games/game/2820/0/bike-race-free-top-motorcycle-racing-games.html
Family Guy- Another Freakin' Mobile Game,,https://www.darkpattern.games/game/3563/0/family-guy-another-freakin-mobile-game.html
Mighty Party: Battle Chess,,https://www.darkpattern.games/game/6668/0/mighty-party-battle-chess.html
Mad For Dance - Taptap Dance,,https://www.darkpattern.games/game/9907/0/mad-for-dance-taptap-dance.html
SuperMD Pro (MD/GEN Emulator),,https://www.darkpattern.games/game/11233/0/supermd-pro-md-gen-emulator-.html
Scatter HoldEm Poker - Texas Holdem Online Poker,,https://www.darkpattern.games/game/11492/0/scatter-holdem-poker-texas-holdem-online-poker.html
Meganoid 2,,https://www.darkpattern.games/game/12911/0/meganoid-2.html
Metamorphabet,,https://www.darkpattern.games/game/13024/0/metamorphabet.html
Cake Decorate,,https://www.darkpattern.games/game/15667/0/cake-decorate.html
Chess · Play & Learn,,https://www.darkpattern.games/game/16044/0/chess-play-learn.html
Idle Racing Tycoon-Car Games,,https://www.darkpattern.games/game/16574/0/idle-racing-tycoon-car-games.html
cress pro,,https://www.darkpattern.games/game/16870/0/cress-pro.html
Storm Rush,,https://www.darkpattern.games/game/16914/0/storm-rush.html
The Catapult 2,,https://www.darkpattern.games/game/17080/0/the-catapult-2.html
Dynamons World,,https://www.darkpattern.games/game/17118/0/dynamons-world.html
Yatzy - Offline Free Dice Games,,https://www.darkpattern.games/game/17192/0/yatzy-offline-free-dice-games.html
Mahjong Village,,https://www.darkpattern.games/game/17428/0/mahjong-village.html
Sugar Heroes - World match 3 game!,,https://www.darkpattern.games/game/17432/0/sugar-heroes-world-match-3-game-.html
Survival Horror-Number 752 (Out of isolation),,https://www.darkpattern.games/game/18758/0/survival-horror-number-752-out-of-isolation-.html
Glamdiva: International Fashion Stylist Dressup,,https://www.darkpattern.games/game/18847/0/glamdiva-international-fashion-stylist-dressup.html
My City : My Friend's House,,https://www.darkpattern.games/game/19052/0/my-city-my-friend-s-house.html
Free Robux Loto,,https://www.darkpattern.games/game/20299/0/free-robux-loto.html
Vegas Legend - Free Casino & Win Real Money,,https://www.darkpattern.games/game/20860/0/vegas-legend-free-casino-win-real-money.html
DraStic DS Emulator,,https://www.darkpattern.games/game/21181/0/drastic-ds-emulator.html
Pool Tour - Pocket Billiards,,https://www.darkpattern.games/game/21813/0/pool-tour-pocket-billiards.html
Illegal Race Tuning - Real car racing multiplayer,,https://www.darkpattern.games/game/21862/0/illegal-race-tuning-real-car-racing-multiplayer.html
Sudoku Zen,,https://www.darkpattern.games/game/22439/0/sudoku-zen.html
John GBC - GBC emulator,,https://www.darkpattern.games/game/22473/0/john-gbc-gbc-emulator.html
Landlord GO - The Business Game,,https://www.darkpattern.games/game/22691/0/landlord-go-the-business-game.html
"THE GAME OF LIFE 2 - More choices, more freedom!",,https://www.darkpattern.games/game/22739/0/the-game-of-life-2-more-choices-more-freedom-.html
Myths of the World: Whispering Marsh (Full),,https://www.darkpattern.games/game/22814/0/myths-of-the-world-whispering-marsh-full-.html
Strong Pixel - Free Robux - Roblominer,,https://www.darkpattern.games/game/23083/0/strong-pixel-free-robux-roblominer.html
Hyper 2048!,,https://www.darkpattern.games/game/25187/0/hyper-2048-.html
My Town : Wedding Free,,https://www.darkpattern.games/game/25465/0/my-town-wedding-free.html
Vegas Legend - Free & Super Jackpot Slots,,https://www.darkpattern.games/game/25857/0/vegas-legend-free-super-jackpot-slots.html
Quiz~ Guess The Song,,https://www.darkpattern.games/game/27885/0/quiz-guess-the-song.html
My Town : Best Friends' House Free,,https://www.darkpattern.games/game/28200/0/my-town-best-friends-house-free.html
BlockPuz: Jigsaw Puzzles &Wood Block Puzzle Game,,https://www.darkpattern.games/game/28650/0/blockpuz-jigsaw-puzzles-wood-block-puzzle-game.html
Idle Museum Tycoon: Empire of Art & History,,https://www.darkpattern.games/game/28697/0/idle-museum-tycoon-empire-of-art-history.html
Hey Color Paint by Number Art & Coloring Book,,https://www.darkpattern.games/game/29703/0/hey-color-paint-by-number-art-coloring-book.html
CrazySpin,,https://www.darkpattern.games/game/29930/0/crazyspin.html
Dig Tycoon - Idle Game,,https://www.darkpattern.games/game/30387/0/dig-tycoon-idle-game.html
Saturday night music party,,https://www.darkpattern.games/game/31197/0/saturday-night-music-party.html
Indian Summer,,https://www.darkpattern.games/game/31366/0/indian-summer.html
[Premium] RPG Sword of Elpisia,,https://www.darkpattern.games/game/32286/0/-premium-rpg-sword-of-elpisia.html
Hyper Drift!,,https://www.darkpattern.games/game/32445/0/hyper-drift-.html
"YOYO Doll - dress up games, avatar maker",,https://www.darkpattern.games/game/32535/0/yoyo-doll-dress-up-games-avatar-maker.html
Critical Strike : Offline Game,,https://www.darkpattern.games/game/33231/0/critical-strike-offline-game.html
Infinity 8 Ball,,https://www.darkpattern.games/game/33809/0/infinity-8-ball.html
Word Bound - Free Word Puzzle Games,,https://www.darkpattern.games/game/34283/0/word-bound-free-word-puzzle-games.html
Monster Egg,,https://www.darkpattern.games/game/35326/0/monster-egg.html
Smash Around Pro,,https://www.darkpattern.games/game/35456/0/smash-around-pro.html
Uciana,,https://www.darkpattern.games/game/3093/0/uciana.html
Knights of Pen & Paper +1,,https://www.darkpattern.games/game/3173/0/knights-of-pen-paper-1.html
DoubleU Casino - Free Slots,,https://www.darkpattern.games/game/3376/0/doubleu-casino-free-slots.html
Genies & Gems - Jewel & Gem Matching Adventure,,https://www.darkpattern.games/game/3479/0/genies-gems-jewel-gem-matching-adventure.html
Flat Zombies: Defense & Cleanup,,https://www.darkpattern.games/game/4929/0/flat-zombies-defense-cleanup.html
Hangman,,https://www.darkpattern.games/game/5730/0/hangman.html
Sweet Escapes: Design a Bakery with Puzzle Games,,https://www.darkpattern.games/game/6400/0/sweet-escapes-design-a-bakery-with-puzzle-games.html
West Gunfighter,,https://www.darkpattern.games/game/6534/0/west-gunfighter.html
